Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxNesting,RatioCommentToCode,SumCyclomatic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,Priority,CommitCount,FixCommitCount,AddedLines,DeletedLines,CommitCountBeforeRelease,DevelopersInVersion,DevelopersAllVersions,AvgTimeBetweenCommits,AvgTimeBetweenCommitsAllVersions,AvgExpertise,MinExpertise
File,AbstractOperatorDesc.java,4,0,4,0,1,1,0,0,11,11,11,5,11,0,0,0,11,87,17,53,30,13,17,20,32,21,11,1,0,0.32,11,0,0,0.0,0.0,1,3,0,14,4,12,9,3,2616.373308080808,2425.5391666666665,352.3333333333333,28
File,OperatorDesc.java,0,0,0,0,0,1,0,0,0,8,8,0,8,0,0,0,8,33,3,13,12,0,17,11,12,12,0,0,0,1.31,0,0,0,0.0,0.0,1,3,0,14,4,12,9,3,2616.373308080808,2425.5391666666665,352.3333333333333,28
File,OperatorDesc.java,0,0,0,0,0,1,0,0,0,8,8,0,8,0,0,0,8,33,3,13,12,0,17,11,12,12,0,0,0,1.31,0,0,0,0.0,0.0,1,1,0,2,0,6,5,1,4953.869611111111,0.0,285.6,46
File,TezCompiler.java,26,4,20,2,4,1,0,0,15,15,15,1,15,0,8,5,2,504,73,376,148,212,55,205,276,141,170,10,5,0.15,58,0,0,0.0,0.0,1,16,0,40,13,40,11,9,531.9996794871795,733.0087777777778,269.0,2
File,HashTableLoader.java,51,5,44,3,9,1,1,1,4,4,3,3,4,0,2,0,2,272,29,214,88,131,32,123,160,83,100,22,5,0.15,34,0,0,0.0,0.0,1,9,0,41,21,31,9,7,675.0516666666666,808.3472222222222,296.55555555555554,1
File,HiveConf.java,7,0,6,1,2,9,53,21,125,122,73,740,126,17,16,0,93,3767,332,3196,2495,668,252,427,664,266,445,17,4,0.08,237,0,0,0.0,0.0,1,173,11,832,169,783,62,34,83.10308859050868,70.19173288113696,122.2258064516129,1
File,MemoryDecider.java,17,2,14,1,3,5,0,1,13,13,13,4,13,0,7,0,6,305,48,226,98,117,34,129,177,99,99,15,4,0.15,39,0,0,0.0,0.0,1,3,0,305,0,3,3,3,1899.420555555556,1899.420555555556,796.0,399
File,OrcFileMergeOperator.java,20,2,16,2,4,1,1,1,9,9,8,9,9,0,2,1,6,252,36,179,51,105,37,92,125,44,84,16,3,0.21,32,0,0,0.0,0.0,1,5,0,27,13,10,6,4,1314.9044753086418,1287.0497916666666,458.1666666666667,78
File,OrcFileStripeMergeRecordReader.java,7,0,6,1,1,1,0,0,12,12,12,8,12,0,0,2,10,140,20,95,37,42,25,55,73,34,41,5,3,0.26,17,0,0,0.0,0.0,1,5,0,3,0,7,3,2,1995.939305555556,1110.30875,120.33333333333331,78
File,OrcFileKeyWrapper.java,3,0,3,0,1,1,0,0,17,17,17,7,17,0,0,0,17,116,23,72,37,17,21,33,51,34,17,1,0,0.29,17,0,0,0.0,0.0,1,3,0,5,3,5,3,2,2993.908958333333,2116.4369444444446,120.33333333333331,78
File,ColumnProjectionUtils.java,10,0,7,3,2,1,14,7,15,15,1,0,15,0,4,0,11,210,22,121,51,63,67,60,88,47,53,3,2,0.55,25,0,0,0.0,0.0,1,9,1,35,8,22,12,5,2499.244735449736,809.9131597222222,397.25,46
File,MetaStoreDirectSql.java,26,1,22,3,4,15,8,4,60,57,53,27,61,3,27,4,27,1666,114,1340,374,994,228,715,961,356,749,38,6,0.17,258,0,0,0.0,0.0,1,15,1,133,78,47,12,7,441.3104891304348,370.8385515873016,275.4166666666667,5
File,ZooKeeperHiveClientHelper.java,42,0,31,11,7,2,2,2,3,3,1,0,3,1,1,0,1,172,6,113,34,65,53,43,65,28,45,14,4,0.47,20,0,0,0.0,0.0,1,7,0,99,21,12,6,6,899.3033333333333,749.3727777777777,364.1666666666667,43
File,HiveSplitGenerator.java,29,3,23,3,4,2,0,1,7,7,7,7,7,0,2,0,5,298,36,214,110,119,48,127,159,99,91,9,6,0.22,25,0,0,0.0,0.0,1,14,0,95,26,36,10,8,413.9709365079365,553.4400854700855,300.3,6
File,InputSplitComparatorTest.java,7,0,7,0,1,1,0,1,1,1,1,0,1,0,0,0,1,39,6,16,13,5,17,11,13,12,4,1,0,1.06,1,0,0,0.0,0.0,1,1,0,39,0,1,1,1,0.0,0.0,6.0,6
File,InputSplitComparatorTest.java,7,0,7,0,1,1,0,1,1,1,1,0,1,0,0,0,1,39,6,16,13,5,17,11,13,12,4,1,0,1.06,1,0,0,0.0,0.0,1,1,0,39,0,1,1,1,0.0,0.0,6.0,6
File,DistinctElementsClassPath.java,13,0,8,5,2,1,0,0,4,4,4,0,4,0,0,0,4,90,10,39,17,16,41,17,28,16,16,6,4,1.05,9,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,1455.0,1455
File,GenVectorCode.java,20,1,18,1,3,1,9,2,96,96,87,9,96,6,85,0,5,2893,305,2437,1397,2161,151,1169,1410,655,1008,75,2,0.06,246,0,0,0.0,0.0,0,4,0,111,55,26,10,4,721.6932777777778,557.267962962963,216.7,3
File,QTestGenTask.java,8,1,7,0,2,5,1,1,52,52,51,23,52,0,3,0,49,585,110,444,136,239,31,219,327,140,209,41,4,0.07,103,0,0,0.0,0.0,0,10,3,13,0,34,22,9,1873.3800505050503,633.885925925926,229.13636363636363,19
File,Task.java,5,0,4,1,1,4,1,11,87,85,88,33,89,1,1,8,79,634,104,437,175,172,94,188,309,167,151,5,3,0.22,115,0,0,0.0,0.0,0,10,3,13,0,34,22,9,1873.3800505050503,633.885925925926,229.13636363636363,19
File,GetVersionPref.java,8,1,6,2,2,1,0,0,5,5,5,2,5,0,0,0,5,94,14,41,19,14,39,20,29,18,13,5,1,0.95,9,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,302.0,302
File,GenVectorTestCode.java,20,3,17,1,2,2,2,0,10,8,8,7,10,0,2,0,8,261,38,185,52,130,38,88,115,42,84,4,2,0.21,19,0,0,0.0,0.0,0,0,0,0,0,3,1,0,600.4751388888889,0.0,1455.0,1455
File,TestHiveAccumuloHelper.java,19,3,15,2,1,1,0,1,5,5,5,1,5,0,0,0,5,140,24,92,50,57,24,61,69,45,39,2,1,0.26,7,0,0,0.0,0.0,0,2,0,67,2,2,2,2,3289.8688888888887,3289.8688888888887,26.0,1
File,TestHiveAccumuloHelper.java,19,3,15,2,1,1,0,1,5,5,5,1,5,0,0,0,5,140,24,92,50,57,24,61,69,45,39,2,1,0.26,7,0,0,0.0,0.0,0,2,0,67,2,2,2,2,3289.8688888888887,3289.8688888888887,26.0,1
File,TestAccumuloHiveRow.java,18,4,14,1,2,1,0,0,4,4,4,0,4,0,0,0,4,115,23,69,36,38,23,54,63,36,41,3,1,0.33,8,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestAccumuloConnectionParameters.java,13,2,9,2,1,1,0,0,6,6,6,0,6,0,0,0,6,119,22,68,35,39,29,47,55,30,38,2,1,0.43,7,0,0,0.0,0.0,0,1,0,0,0,2,2,1,7052.948888888889,0.0,73.5,51
File,TestLazyAccumuloRow.java,61,14,46,1,1,1,0,0,3,3,3,0,3,0,0,0,3,237,48,167,74,129,22,133,137,62,106,1,0,0.13,3,0,0,0.0,0.0,0,1,0,0,0,2,2,1,4246.885555555556,0.0,254.5,96
File,TestLazyAccumuloMap.java,29,6,22,1,1,1,0,0,5,5,5,0,5,0,0,1,4,193,41,129,62,95,23,97,103,50,79,1,0,0.18,5,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestAccumuloStorageHandler.java,31,8,19,4,1,1,0,0,15,15,15,2,15,0,0,0,15,536,140,310,147,241,86,239,255,122,209,1,0,0.28,15,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestPrimitiveComparisonFilter.java,19,5,15,0,2,1,0,0,2,2,2,0,2,0,0,0,2,76,14,43,28,21,19,35,40,28,23,2,1,0.44,4,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestAccumuloPredicateHandler.java,28,2,25,1,2,1,0,0,25,25,25,3,25,0,0,0,25,823,88,688,368,531,47,516,571,299,448,11,2,0.07,51,0,0,0.0,0.0,0,3,0,18,21,4,4,3,3806.818333333333,4629.602083333333,558.5,96
File,TestAccumuloRangeGenerator.java,49,6,39,4,2,1,0,0,8,8,8,2,8,0,0,0,8,467,60,356,232,276,51,261,277,177,221,2,1,0.14,15,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestLongComparison.java,11,2,9,0,1,1,0,0,10,10,10,1,10,0,0,0,10,153,37,100,46,58,16,63,76,37,53,2,1,0.16,12,0,0,0.0,0.0,0,1,0,0,0,2,2,1,1947.588611111111,0.0,315.0,96
File,SessionHiveMetaStoreClient.java,16,1,14,2,3,3,8,1,55,55,47,5,55,3,29,2,21,1032,86,811,313,452,137,368,546,242,411,9,4,0.17,166,0,0,0.0,0.0,1,20,0,474,66,33,21,16,1053.8096788194443,1255.8480555555554,255.04761904761904,1
File,TestTxnNoBuckets.java,46,3,33,10,2,1,0,2,16,16,16,1,16,1,2,0,13,788,48,565,257,437,180,347,384,120,294,6,1,0.32,28,0,0,0.0,0.0,1,18,2,788,0,18,7,7,352.42812091503265,352.42812091503265,106.28571428571428,6
File,VectorizationContext.java,24,2,20,2,5,6,24,11,140,134,116,34,140,6,64,3,67,3752,447,2970,763,2172,339,1503,2066,683,1679,32,6,0.11,686,0,0,0.0,0.0,1,81,0,2161,640,154,22,16,289.1698692810457,328.6928159722222,242.77272727272728,1
File,IfExprNullCondExpr.java,21,3,12,6,2,1,0,1,4,4,4,1,4,0,0,0,4,118,19,56,20,34,43,37,47,20,27,6,2,0.77,9,0,0,0.0,0.0,1,2,0,118,0,2,1,1,1578.252222222222,1578.252222222222,143.0,143
File,IfExprCondExprNull.java,20,3,12,5,2,1,0,1,4,4,4,1,4,0,0,0,4,116,19,57,20,35,40,37,47,20,27,6,2,0.7,9,0,0,0.0,0.0,1,2,0,116,0,2,1,1,1578.252222222222,1578.252222222222,143.0,143
File,IfExprCondExprCondExpr.java,22,3,14,5,2,1,0,1,4,4,4,2,4,0,0,0,4,123,19,63,24,39,41,42,52,23,29,6,2,0.65,9,0,0,0.0,0.0,1,2,0,123,0,2,1,1,1578.252222222222,1578.252222222222,143.0,143
File,IfExprColumnCondExpr.java,22,3,14,6,2,1,0,1,4,4,4,2,4,0,0,0,4,126,19,63,24,39,44,42,52,23,29,6,2,0.7,9,0,0,0.0,0.0,1,2,0,126,0,2,1,1,1578.252222222222,1578.252222222222,143.0,143
File,IfExprCondExprBase.java,25,3,20,2,4,1,0,1,5,5,5,7,5,0,0,0,5,172,25,116,34,73,32,67,89,34,55,17,4,0.28,21,0,0,0.0,0.0,1,2,0,172,0,2,1,1,1578.252222222222,1578.252222222222,143.0,143
File,IfExprCondExprColumn.java,22,3,14,6,2,1,0,1,4,4,4,2,4,0,0,0,4,126,19,63,24,39,44,42,52,23,29,6,2,0.7,9,0,0,0.0,0.0,1,2,0,126,0,2,1,1,1578.252222222222,1578.252222222222,143.0,143
File,HiveConf.java,7,0,6,1,2,12,70,38,157,156,87,1040,157,20,21,0,116,5781,392,4698,3746,905,704,585,876,351,598,18,4,0.15,293,0,0,0.0,0.0,1,649,20,3075,398,1259,107,81,67.55421723193781,49.49007415980796,105.58878504672896,1
File,CliDriver.java,27,2,22,3,4,11,5,5,33,33,28,4,33,2,7,1,23,919,101,691,197,457,130,358,507,210,357,17,6,0.19,139,0,0,0.0,0.0,1,23,3,183,98,111,34,13,752.8506616161616,1047.8564015151514,241.7941176470588,13
File,Rows.java,19,2,16,1,4,2,0,0,6,7,7,12,7,5,0,0,2,182,24,121,38,68,37,68,92,38,59,11,4,0.31,24,0,0,0.0,0.0,1,5,0,24,15,8,8,5,6097.341349206349,3068.9040972222224,329.25,23
File,BeeLine.java,13,1,10,2,3,3,9,16,138,138,129,27,138,86,17,3,32,2443,337,1762,397,1162,374,729,1091,399,802,15,5,0.21,369,0,0,0.0,0.0,1,70,1,810,329,97,39,29,466.6678616898148,377.1840539452496,160.2051282051282,1
File,BeeLineOpts.java,4,0,4,0,1,4,2,13,103,104,102,45,104,3,0,0,101,708,129,523,222,242,59,238,370,211,181,6,3,0.11,129,0,0,0.0,0.0,1,26,0,216,32,40,24,17,1094.394601139601,940.0283666666668,181.16666666666663,1
File,TestBeeLineWithArgs.java,13,1,10,3,1,8,4,4,75,72,72,6,76,4,10,0,62,1148,129,770,410,493,249,435,521,314,299,5,3,0.32,84,0,0,0.0,0.0,1,26,0,594,89,41,23,16,943.9213263888888,1031.3018777777777,205.6086956521739,13
File,EscapeCRLFHelper.java,23,3,18,3,5,1,1,2,2,2,1,0,2,0,0,0,2,79,9,40,11,26,30,17,27,11,18,8,3,0.75,9,0,0,0.0,0.0,1,1,0,79,0,1,1,1,0.0,0.0,143.0,143
File,HiveConf.java,7,0,6,1,2,12,70,38,157,156,87,1040,157,20,21,0,116,5781,392,4698,3746,905,704,585,876,351,598,18,4,0.15,293,0,0,0.0,0.0,1,649,20,3075,398,1259,107,81,67.55421723193781,49.49007415980796,105.58878504672896,1
File,QFileBeeLineClient.java,8,1,7,0,1,2,0,0,20,20,15,10,15,0,5,1,9,246,30,186,63,114,30,80,108,56,62,3,2,0.16,28,0,0,0.0,0.0,1,7,0,246,0,7,4,4,1123.4887037037038,1123.4887037037038,193.0,112
File,VectorCoalesce.java,41,5,28,8,6,1,0,1,5,5,5,2,5,0,0,0,5,252,36,154,39,102,62,91,123,44,79,27,7,0.4,31,0,0,0.0,0.0,1,11,0,180,59,12,4,3,3361.9448484848485,2007.0370833333327,169.0,27
File,ResourceDownloader.java,6,0,5,1,2,2,6,1,13,11,7,7,13,0,4,0,9,134,16,93,41,42,25,53,73,37,42,6,1,0.27,24,0,0,0.0,0.0,1,7,0,134,0,7,7,7,3135.500185185185,3135.500185185185,267.42857142857144,7
File,Utilities.java,17,1,13,4,3,11,214,45,232,228,18,16,232,6,44,2,180,4515,430,3197,1059,1958,904,1547,2284,997,1658,22,5,0.28,694,0,0,0.0,0.0,1,183,15,1844,1210,437,80,52,194.2443858307849,174.59843406593407,132.4375,1
File,SessionState.java,9,0,7,2,2,9,28,9,176,172,148,69,176,5,13,2,156,2098,279,1405,455,760,415,670,993,443,649,17,5,0.3,326,0,0,0.0,0.0,1,82,6,758,328,203,57,38,420.6952956545654,329.79877914952,163.50877192982455,1
File,TestAddResource.java,31,5,25,2,2,1,1,1,9,9,8,2,9,0,2,0,7,346,60,249,94,187,37,208,234,96,176,3,2,0.15,19,0,0,0.0,0.0,1,6,0,2,8,7,7,6,4103.057083333333,4690.005,309.85714285714283,19
File,DagUtils.java,25,2,18,4,3,3,14,6,54,54,40,1,54,2,24,0,28,1584,176,1116,423,716,298,594,771,365,552,12,4,0.27,187,0,0,0.0,0.0,1,49,1,522,132,129,24,20,309.38459852430555,621.8190798611112,240.5,1
File,HiveConf.java,7,0,6,1,2,12,70,38,157,156,87,1040,157,20,21,0,116,5781,392,4698,3746,905,704,585,876,351,598,18,4,0.15,293,0,0,0.0,0.0,1,649,20,3075,398,1259,107,81,67.55421723193781,49.49007415980796,105.58878504672896,1
File,BlackholeOperator.java,4,0,4,0,1,1,0,0,4,4,4,1,4,0,0,0,4,44,6,25,15,5,13,12,17,12,5,1,0,0.52,4,0,0,0.0,0.0,1,1,0,44,0,1,1,1,0.0,0.0,342.0,342
File,MapJoinMultiKeyBench.java,4,0,4,0,1,21,1,0,21,21,20,0,21,0,0,0,21,221,48,139,75,24,34,32,74,53,22,1,0,0.24,21,0,0,0.0,0.0,1,5,0,221,0,5,2,2,1350.5279861111112,1350.5279861111112,258.5,175
File,ColumnVectorGenUtil.java,23,3,20,0,5,1,9,2,9,9,0,0,9,0,2,0,7,256,39,201,57,133,16,120,151,57,110,16,3,0.08,48,0,0,0.0,0.0,1,1,0,256,0,1,1,1,0.0,0.0,342.0,342
File,MapJoinOneLongKeyBench.java,4,0,4,0,1,21,1,0,21,21,20,0,21,0,0,0,21,221,48,139,75,24,34,32,74,53,22,1,0,0.24,21,0,0,0.0,0.0,1,5,0,221,0,5,2,2,1350.5279861111112,1350.5279861111112,258.5,175
File,VectorGroupByOperatorBench.java,15,2,13,0,1,1,1,0,6,6,5,10,6,0,2,0,4,236,28,177,135,55,33,98,107,79,47,2,1,0.19,8,0,0,0.0,0.0,1,1,0,236,0,1,1,1,0.0,0.0,342.0,342
File,AbstractMapJoin.java,17,3,13,1,2,1,4,0,6,6,2,8,6,0,3,2,1,173,29,125,76,45,19,65,76,53,28,2,1,0.15,11,0,0,0.0,0.0,1,3,0,173,0,3,1,1,2701.0559722222224,2701.0559722222224,342.0,342
File,AbstractOperatorBench.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,4,15,14,0,15,8,9,9,0,0,0,1.0,0,0,0,0.0,0.0,1,1,0,34,0,1,1,1,0.0,0.0,342.0,342
File,MapJoinOneStringKeyBench.java,4,0,4,0,1,21,1,0,21,21,20,0,21,0,0,0,21,221,48,139,75,24,34,32,74,53,22,1,0,0.24,21,0,0,0.0,0.0,1,5,0,221,0,5,2,2,1350.5279861111112,1350.5279861111112,258.5,175
File,VectorSelectOperatorBench.java,14,1,13,0,1,1,1,0,6,6,5,5,6,0,0,0,6,166,18,120,71,61,28,94,102,65,56,2,1,0.23,7,0,0,0.0,0.0,1,1,0,166,0,1,1,1,0.0,0.0,342.0,342
File,AbstractExpression.java,9,0,9,0,2,1,0,1,12,13,13,2,13,0,0,11,2,169,17,139,65,68,13,98,124,66,76,3,2,0.09,25,0,0,0.0,0.0,1,5,0,169,0,5,3,3,5414.4470833333335,5414.4470833333335,167.33333333333334,17
File,VectorBatchGenerateUtil.java,25,4,21,1,3,1,2,0,2,2,0,0,2,0,0,0,2,82,13,51,28,30,18,37,44,26,22,4,3,0.35,6,0,0,0.0,0.0,1,3,0,82,0,3,1,1,2701.0559722222224,2701.0559722222224,342.0,342
File,VectorizedLikeBench.java,5,0,5,0,1,2,1,0,2,2,1,0,2,0,0,0,2,67,4,24,17,5,39,13,17,14,4,1,0,1.63,2,0,0,0.0,0.0,1,3,0,67,0,3,2,2,4721.446666666667,4721.446666666667,179.5,17
File,TestBeeLineWithArgs.java,13,1,10,3,1,8,4,4,75,72,72,6,76,4,10,0,62,1148,129,770,410,493,249,435,521,314,299,5,3,0.32,84,0,0,0.0,0.0,1,26,0,594,89,41,23,16,943.9213263888888,1031.3018777777777,205.6086956521739,13
File,TestHiveCli.java,7,0,7,0,1,1,0,10,31,31,31,6,31,0,5,0,26,308,36,243,107,119,29,101,139,75,71,4,2,0.12,37,0,0,0.0,0.0,1,21,1,308,0,21,10,10,1222.854875,1222.854875,326.5,2
File,MapJoinDesc.java,7,0,6,1,1,3,0,2,65,65,65,26,65,0,2,0,63,611,93,443,170,210,76,192,284,138,167,4,2,0.17,91,0,0,0.0,0.0,1,22,0,264,25,50,18,9,1475.1805668934242,1245.5497883597884,317.6666666666667,1
File,VectorMapJoinDesc.java,3,0,3,0,1,5,0,1,49,41,49,39,49,0,0,0,49,278,38,215,94,75,25,90,137,73,65,9,1,0.12,50,0,0,0.0,0.0,1,11,0,183,12,12,4,3,2262.9347222222223,1519.533361111111,128.0,1
File,Vectorizer.java,33,4,26,4,4,8,18,7,133,131,115,53,133,4,85,0,44,5040,753,3738,1236,2557,565,2102,2652,1087,2008,44,6,0.15,580,0,0,0.0,0.0,1,105,1,4491,1166,199,38,26,206.30293771043773,253.8102964743589,198.6315789473684,1
File,StringColumnStatsAggregator.java,54,1,48,6,6,4,0,1,5,5,5,0,5,0,0,0,5,304,12,245,71,185,47,142,181,71,136,20,5,0.19,32,0,0,0.0,0.0,1,3,0,304,0,3,2,2,1322.5554166666666,1322.5554166666666,83.0,67
File,TableExport.java,14,0,13,1,3,3,0,1,15,15,15,13,15,1,8,0,6,315,23,248,78,139,44,114,162,74,101,7,4,0.18,46,0,0,0.0,0.0,1,13,0,315,0,13,6,6,611.8897222222222,611.8897222222222,190.8333333333333,17
File,QTestDruidSerDe.java,15,0,14,1,2,2,0,1,1,1,1,0,1,0,0,1,0,90,8,54,15,36,28,13,16,12,4,2,1,0.52,2,0,0,0.0,0.0,0,3,0,90,0,3,3,3,5982.225416666667,5982.225416666667,227.0,45
File,QTestDruidStorageHandler.java,4,0,4,0,1,1,0,0,1,1,1,0,1,0,0,0,1,34,4,9,6,1,21,3,5,4,1,1,0,2.33,1,0,0,0.0,0.0,0,3,0,34,0,3,3,3,5982.225416666667,5982.225416666667,510.0,294
File,TestHiveDruidQueryBasedInputFormat.java,18,3,15,1,1,1,1,8,2,2,1,0,2,0,1,0,1,194,16,159,39,131,19,42,45,28,22,1,0,0.12,2,0,0,0.0,0.0,0,11,0,194,0,11,5,5,1357.2143333333331,1357.2143333333331,173.8,13
File,TestDruidStorageHandler.java,30,2,26,1,1,3,0,3,23,23,23,7,23,0,3,0,20,763,81,635,264,508,47,318,344,189,266,2,1,0.07,24,0,0,0.0,0.0,0,11,0,763,0,11,3,3,1010.8931388888888,1010.8931388888888,117.33333333333331,13
File,QTestDruidSerDe2.java,15,0,14,1,2,2,0,1,1,1,1,0,1,0,0,1,0,92,8,54,15,36,30,13,16,12,4,2,1,0.56,2,0,0,0.0,0.0,0,2,0,92,0,2,2,2,8482.878611111111,8482.878611111111,318.0,294
File,DerbyConnectorTestUtility.java,5,0,5,0,1,3,1,0,14,14,13,4,14,0,1,3,10,128,22,88,46,26,19,36,53,34,20,2,1,0.22,15,0,0,0.0,0.0,0,2,0,128,0,2,2,2,2148.451111111111,2148.451111111111,29.0,13
File,DruidStorageHandlerUtilsTest.java,4,0,4,0,1,1,0,0,1,1,1,0,1,0,0,0,1,32,5,10,6,2,17,5,7,6,1,1,0,1.7,1,0,0,0.0,0.0,0,1,0,32,0,1,1,1,0.0,0.0,45.0,45
File,QTestDruidStorageHandler2.java,4,0,4,0,1,1,0,0,1,1,1,0,1,0,0,0,1,34,4,9,6,1,21,3,5,4,1,1,0,2.33,1,0,0,0.0,0.0,0,2,0,34,0,2,2,2,8482.878611111111,8482.878611111111,318.0,294
File,TestHiveDruidSplit.java,12,0,12,0,1,1,0,0,1,1,1,0,1,0,0,0,1,46,5,24,18,9,17,19,21,17,9,1,0,0.71,1,0,0,0.0,0.0,0,1,0,46,0,1,1,1,0.0,0.0,45.0,45
File,TestDruidSerDe.java,25,1,20,4,2,9,4,36,11,11,7,6,11,0,5,0,6,925,57,789,200,641,80,218,237,158,106,5,2,0.1,17,0,0,0.0,0.0,0,5,0,925,0,5,4,4,1368.0011111111112,1368.0011111111112,563.75,45
File,TestDruidRecordWriter.java,25,2,22,0,2,3,0,1,6,6,6,4,6,0,1,0,5,251,27,206,107,127,19,104,115,93,46,3,1,0.09,9,0,0,0.0,0.0,0,10,0,251,0,10,3,3,1098.3447839506173,1098.3447839506173,544.0,13
File,DruidStorageHandler.java,13,1,12,1,2,2,11,6,72,72,48,5,59,0,25,3,31,1126,116,935,316,589,86,367,516,250,339,11,4,0.09,161,0,0,0.0,0.0,0,27,0,1124,0,27,7,7,560.8611965811966,560.8611965811966,320.85714285714283,13
File,DruidStorageHandlerUtils.java,27,1,21,5,3,2,22,17,31,32,1,0,23,1,3,0,19,878,55,663,263,408,162,296,364,214,194,14,4,0.24,78,0,0,0.0,0.0,0,24,0,878,0,24,6,6,640.0657971014492,640.0657971014492,407.1666666666667,13
File,DruidStorageHandlerInfo.java,12,0,12,0,2,2,0,1,3,3,3,1,3,1,0,0,2,72,7,45,13,26,20,25,33,11,24,5,1,0.44,7,0,0,0.0,0.0,0,1,0,72,0,1,1,1,0.0,0.0,13.0,13
File,ResponseCookieHandler.java,6,0,6,0,1,1,0,1,6,6,5,3,5,0,0,0,5,83,10,56,29,14,17,26,33,23,12,2,1,0.3,7,0,0,0.0,0.0,0,2,0,83,0,2,1,1,3296.0222222222224,3296.0222222222224,45.0,45
File,DruidKerberosUtil.java,18,0,13,4,3,1,4,3,4,4,0,0,4,0,0,0,4,127,16,76,37,35,35,47,58,37,33,5,2,0.46,10,0,0,0.0,0.0,0,2,0,127,0,2,1,1,5309.172777777778,5309.172777777778,45.0,45
File,RetryResponseHolder.java,4,0,4,0,1,1,1,0,4,4,3,2,4,0,0,0,4,46,6,23,8,5,17,8,13,8,5,1,0,0.74,4,0,0,0.0,0.0,0,1,0,46,0,1,1,1,0.0,0.0,45.0,45
File,KerberosHttpClient.java,22,2,18,2,2,2,0,1,4,4,4,2,4,0,1,0,3,142,17,93,44,46,32,49,59,36,32,5,2,0.34,8,0,0,0.0,0.0,0,3,0,142,0,3,1,1,2654.586388888889,2654.586388888889,45.0,45
File,RetryIfUnauthorizedResponseHandler.java,9,0,8,0,2,1,0,1,7,7,7,1,7,0,2,0,5,104,13,73,27,26,18,25,38,18,21,2,1,0.25,12,0,0,0.0,0.0,0,1,0,104,0,1,1,1,0.0,0.0,45.0,45
File,HiveDruidSplit.java,6,0,6,0,1,1,0,0,7,7,7,2,7,0,0,0,7,85,13,51,23,20,21,28,39,21,19,2,1,0.41,10,0,0,0.0,0.0,0,4,0,85,0,4,3,3,3200.142962962963,3200.142962962963,227.0,45
File,DruidQueryBasedInputFormat.java,22,1,19,3,4,2,5,1,10,10,5,0,10,0,5,0,5,319,25,244,124,132,54,137,167,99,99,11,2,0.22,37,0,0,0.0,0.0,0,16,0,319,0,16,5,5,774.1517037037037,774.1517037037037,141.2,12
File,DruidOutputFormat.java,37,4,32,1,3,1,0,1,3,3,3,0,3,0,0,0,3,183,22,140,87,75,21,68,75,66,29,6,1,0.15,8,0,0,0.0,0.0,0,19,0,183,0,19,6,6,645.1264197530863,645.1264197530863,527.0,13
File,DruidRecordWriter.java,30,2,27,2,3,2,0,1,8,8,8,9,8,0,2,0,6,331,33,266,103,166,32,125,152,85,82,7,4,0.12,25,0,0,0.0,0.0,0,9,0,331,0,9,3,3,1472.7189236111112,1472.7189236111112,28.0,13
File,KafkaSupervisorIOConfig.java,10,0,10,0,3,1,1,1,17,17,16,12,17,0,1,0,16,247,26,200,71,98,21,77,108,42,67,24,1,0.1,59,0,0,0.0,0.0,0,1,0,247,0,1,1,1,0.0,0.0,13.0,13
File,TaskReportData.java,6,0,6,0,1,2,0,0,11,9,11,10,11,0,0,0,11,125,16,88,44,22,21,28,39,24,15,4,0,0.24,12,0,0,0.0,0.0,0,1,0,125,0,1,1,1,0.0,0.0,13.0,13
File,KafkaSupervisorReport.java,9,0,9,0,1,2,0,0,18,18,18,12,18,0,0,0,18,231,25,185,86,60,21,55,77,44,33,5,1,0.11,24,0,0,0.0,0.0,0,1,0,231,0,1,1,1,0.0,0.0,13.0,13
File,KafkaSupervisorSpec.java,11,0,11,0,3,1,0,0,8,8,8,4,8,0,0,0,8,143,15,107,44,49,21,33,47,23,25,10,1,0.2,22,0,0,0.0,0.0,0,1,0,143,0,1,1,1,0.0,0.0,13.0,13
